symbol,name,company_id
EKIZ,EKİZ KİMYA SANAYİ VE TİCARET A.Ş.,4028e4a240e95dc30140ed19d1b80064
EKOFA,EKO FAKTORİNG A.Ş.,4028e4a1420a2d8001420d4c56f30c2e
EKOS,EKOS TEKNOLOJİ VE ELEKTRİK A.Ş.,8acae2c48b2fa25a018bb9a255865895
EKOVR,EKOVAR ÇEVRE GRUP GERİ DÖNÜŞÜM ATIK DEPOLAMA İNŞAAT TAAHHÜT SANAYİ VE TİCARET A.Ş.,8acae2c48c3efabf018d207a27830a1e
EKSUN,EKSUN GIDA TARIM SANAYİ VE TİCARET A.Ş.,8acae2c48304fe9c0186ca8287b67657
EKTVK,EMLAK KATILIM VARLIK KİRALAMA A.Ş.,8acae2c56faf888c017139d3005854da
ELITE,ELİTE NATUREL ORGANİK GIDA SANAYİ VE TİCARET A.Ş.,8acae2c4794d364a017aa049a089099f
EMIRV,EMİR VARLIK YÖNETİM A.Ş.,8acae2c569cee403016bfffc3245069f
EMKEL,EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.,4028e4a241a25fcb0141a289218b0302
EMNIS,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.,4028e4a241e538ab0141ef8f97934765
EMPAE,EMPA ELEKTRONİK SANAYİ VE TİCARET A.Ş.,8acae2c562329bd101626c30f98c1590
EMVAR,EMLAK VARLIK KİRALAMA A.Ş.,8acae2c56cc265e9016d204e39f71dbc
ENDAE,ENDA ENERJİ HOLDİNG A.Ş.,8acae2c49145e00b01949751383218b4
ENERY,ENERYA ENERJİ A.Ş.,4028e4a241733d4201417937d4337e22
ENJSA,ENERJİSA ENERJİ A.Ş.,4028e4a1422d98690142bceaa31957cf
ENKAI,ENKA İNŞAAT VE SANAYİ A.Ş.,4028e4a240e95dc90140ed3883fe0093
ENSRI,ENSARİ SINAİ YATIRIMLAR A.Ş.,8acae2c47d3bee50017f77c935000e69
ENTRA,IC ENTERRA YENİLENEBİLİR ENERJİ A.Ş.,8acae2c48c3efabf018e64e77b5d3e77
EPLAS,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.,4028e4a14158e41e01415aa30e206011
ERBOS,ERBOSAN ERCİYAS BORU SANAYİ VE TİCARET A.Ş.,4028e4a14184e9cf01419c006da45a78
ERCB,ERCİYAS ÇELİK BORU SANAYİ A.Ş.,2af53003ee3c4464b0b653225816518d
EREGL,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.,4028e4a240e95dc90140ede4c12a0133
ERGLI,EREĞLİ TEKSTİL TURİZM SANAYİ VE TİCARET A.Ş.,4028e4a24337209001434898a6893468
ERSU,ERSU MEYVE VE GIDA SANAYİ A.Ş.,4028e4a140f2ed7201411160fbeb057e
ESCAR,ESCAR FİLO KİRALAMA HİZMETLERİ A.Ş.,8acae2c4782a4d560178f8929f486aed
ESCOM,ESCORT TEKNOLOJİ YATIRIM A.Ş.,4028e4a142140a8d01421437e3fb036a
ESEN,ESENBOĞA ELEKTRİK ÜRETİM A.Ş.,8acae2c57436079f0174486159f4072f
ETILR,ETİLER GIDA VE TİCARİ YATIRIMLAR SANAYİ VE TİCARET A.Ş.,4028e4a240f2ef4701413b24736d0655
ETYAT,EURO TREND YATIRIM ORTAKLIĞI A.Ş.,4028e4a240e95dc30140edba6a660099
EUHOL,EURO YATIRIM HOLDİNG A.Ş.,4028e4a240e95dc30140edbd5ca900a3
EUKYO,EURO KAPİTAL YATIRIM ORTAKLIĞI A.Ş.,4028e4a140e95bea0140ed45272800bb
EUPWR,EUROPOWER ENERJİ VE OTOMASYON TEKNOLOJİLERİ SANAYİ TİCARET A.Ş.,8acae2c486d22a3b01875b5644ea61c4
EUREN,EUROPEN ENDÜSTRİ İNŞAAT SANAYİ VE TİCARET A.Ş.,8acae2c580e91030018105632b470bcd
EUYO,EURO MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,4028e4a240e95dc90140ed419b5d00a4
EXIMB,TÜRKİYE İHRACAT KREDİ BANKASI A.Ş.,1DE05DAA8430073AE0530A4A622A2EBD
EYGYO,EYG GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,8acae2c48304fe9c01843d2398a50797
FADE,FADE GIDA YATIRIM SANAYİ TİCARET A.Ş.,8acae2c46e7fdc6d016f85a87ec9674e
FAIRF,FAİR FİNANSMAN A.Ş.,8acae2c5991b90af019961c939bd1e63
FBB,FİBABANKA A.Ş.,1DE05DAA820D073AE0530A4A622A2EBD
FBBNK,FİBABANKA A.Ş.,1DE05DAA820D073AE0530A4A622A2EBD
FENER,FENERBAHÇE FUTBOL A.Ş.,4028e4a240e95dc90140ede7351a013d
FIN,QNB BANK A.Ş.,4028e4a240e95dc90140ee076f400178
FKPET,FİKRET PETROL ÜRÜNLERİ PAZARLAMA SANAYİ VE TİCARET A.Ş.,8acae2c59b85fa03019c74a8114c4f4c
FLAP,FLAP KONGRE TOPLANTI HİZMETLERİ OTOMOTİV VE TURİZM A.Ş.,4028e4a141558bdd01415620c00705ad
FMIZP,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.,4028e4a240f2ef4701410bb5cdab01cf
FONET,FONET BİLGİ TEKNOLOJİLERİ A.Ş.,8acae2c55a980119015b435875566776
FORMT,FORMET METAL VE CAM SANAYİ A.Ş.,8acae2c562329bd101633953d02b0477
FORTE,FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş.,8acae2c47f7cb492018094784f6f309a
FRIGO,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.,4028e4a1415f4d9b01415fee1db939f4
FRMPL,FORMÜL PLASTİK VE METAL SANAYİ A.Ş.,8acae2c5998f25d7019b732d9c623a64
FROTO,FORD OTOMOTİV SANAYİ A.Ş.,4028e4a140f2ed71014106890fae0138
FZLGY,FUZUL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,8acae2c586d22c530189534dc2624568
GARAN,TÜRKİYE GARANTİ BANKASI A.Ş.,4028e4a140f2ed720140f37cb2a601b7
GARFA,GARANTİ FAKTORİNG A.Ş.,4028e4a240e95dc90140ee1ab24b0189
GARFL,GARANTİ FİLO YÖNETİM HİZMETLERİ A.Ş.,4028e4a240f2ef4c01413a53aa850684
GATEG,GATE GROUP TEKNOLOJİ MEDYA VE SİBER GÜVENLİK HİZMETLERİ A.Ş.,402821824bf524dd014c27907cd65b79
GEDIK,GEDİK YATIRIM MENKUL DEĞERLER A.Ş.,4028e4a140e95bea0140ee1edd700174
GEDZA,GEDİZ AMBALAJ SANAYİ VE TİCARET A.Ş.,4028e4a14158e41e01415b2a655f6cca
GENIL,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,8acae2c5794d3d6a017a89f2678a1118
GENKM,GENTAŞ KİMYA SANAYİ VE TİCARET PAZARLAMA A.Ş.,8acae2c49c81f746019c9a20ca2419a9
GENTS,GENTAŞ DEKORATİF YÜZEYLER SANAYİ VE TİCARET A.Ş.,4028e4a2416e696c01416f1e03364c9d
GEREL,GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.,4028e4a14158e41e01415aaad2ae618b
GESAN,GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş.,8acae2c4794d364a017af66863e41bae
GGBVK,GOLDEN GLOBAL VARLIK KİRALAMA A.Ş.,8acae2c5830502c2018451afb35c132d
GIPTA,GIPTA OFİS KIRTASİYE VE PROMOSYON ÜRÜNLERİ İMALAT SANAYİ A.Ş.,8acae2c486d22a3a018a5106156c5c3d
GLB,GLOBAL MENKUL DEĞERLER A.Ş.,4028e4a140e95bea0140ee21b10d0188
GLBMD,GLOBAL MENKUL DEĞERLER A.Ş.,4028e4a140e95bea0140ee21b10d0188
GLCVY,GELECEK VARLIK YÖNETİMİ A.Ş.,8acae2c465a51c3801683c2840c516cb
GLRMK,GÜLERMAK AĞIR SANAYİ İNŞAAT VE TAAHHÜT A.Ş.,4028e4a1416e696301416f392897603f
GLRYH,GÜLER YATIRIM HOLDİNG A.Ş.,4028e4a240f2ef4c01410cf733f303d9
GLYHO,GLOBAL YATIRIM HOLDİNG A.Ş.,4028e4a140e95bea0140ee24416e0197
GMTAS,GİMAT MAĞAZACILIK SANAYİ VE TİCARET A.Ş.,a3ff494df37b408aa9088106fe98f59e
GOKNR,GÖKNUR GIDA MADDELERİ ENERJİ İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ A.Ş.,4028e4a1462cc5dd0146673d70055928
GOLTS,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.,4028e4a140e95be70140ee27ccd40129
GOODY,GOODYEAR LASTİKLERİ T.A.Ş.,4028e4a140f2ed7101412bfc6f340359
GOZDE,GÖZDE GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,4028e4a24158e42201415b0210ba60ef
GRNYO,GARANTİ YATIRIM ORTAKLIĞI A.Ş.,4028e4a240f2ef470141271e9d5104d3
GRSEL,GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş.,8acae2c47d3bee50017f2c2fc65150e6
GRTHO,GRAINTURK HOLDİNG A.Ş.,8acae2c48304fe9c018466742a3b2960
GSDDE,GSD DENİZCİLİK GAYRİMENKUL İNŞAAT SANAYİ VE TİCARET A.Ş.,4028e4a140e95be70140ee2a7f39013b
GSDHO,GSD HOLDİNG A.Ş.,4028e4a140e95be70140ee2be54b014a
GSRAY,GALATASARAY SPORTİF SINAİ VE TİCARİ YATIRIMLAR A.Ş.,4028e4a14203278a0142095598f114ba
GUBRF,GÜBRE FABRİKALARI T.A.Ş.,4028e4a241733d4a01417989f3760a4d
GUNDG,GÜNDOĞDU GIDA SÜT ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,8acae2c59145e00a019146a7cde301bc
GWIND,GALATA WIND ENERJİ A.Ş.,8acae2c46d7599a6016dee0b5aec36b2
GZNMI,GEZİNOMİ SEYAHAT TURİZM TİCARET A.Ş.,8acae2c47d3bee50017e3445b465578f
HALKB,TÜRKİYE HALK BANKASI A.Ş.,1DE05DAA82C3073AE0530A4A622A2EBD
HALKF,HALK FİNANSAL KİRALAMA A.Ş.,4028e4a240f2ef470140f39a7f7600b1
HALKI,HALK YATIRIM MENKUL DEĞERLER A.Ş.,4028e4a240f2ef4c01411654e5fc0479
HATEK,HATEKS HATAY TEKSTİL İŞLETMELERİ A.Ş.,4028e4a141e536460141e5859f40059b
HATSN,HAT-SAN GEMİ İNŞAA BAKIM ONARIM DENİZ NAKLİYAT SANAYİ VE TİCARET A.Ş.,8acae2c586d22c51018a739bad647f5a
HAYVK,HAYAT VARLIK KİRALAMA A.Ş.,8acae2c59145e00e0197bff60dc62a30
HDFFL,HEDEF ARAÇ KİRALAMA VE SERVİS A.Ş.,4028e4a246b4c5ad0147c4b464893865
HDFGS,HEDEF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,4028e4a242140a9601422820b6da43f8
HDFVK,HEDEF VARLIK KİRALAMA A.Ş.,8acae2c58b2fa64e018e0edc8c8619eb
HDFYB,HEDEF YATIRIM BANKASI A.Ş.,8acae2c48c3efabf018d10fc19010119
HEDEF,HEDEF HOLDİNG A.Ş.,8acae2c4794d3648017a8bd7bc0103df
HEKTS,HEKTAŞ TİCARET T.A.Ş.,4028e4a140ee35c00140ee5d194a0055
HKTM,HİDROPAR HAREKET KONTROL TEKNOLOJİLERİ MERKEZİ SANAYİ VE TİCARET A.Ş.,8acae2c5812b84a401816252165513b1
HLGYO,HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,4028e4a240ee37a30140ee53e47c0057
HLVKS,HALK VARLIK KİRALAMA A.Ş.,8acae2c45fc5ff9c016002b79772115e
HLY,HALK YATIRIM MENKUL DEĞERLER A.Ş.,4028e4a240f2ef4c01411654e5fc0479
HOROZ,HOROZ LOJİSTİK KARGO HİZMETLERİ VE TİCARET A.Ş.,8acae2c58b2fa64e018fabc0441664a1
HRKET,HAREKET PROJE TAŞIMACILIĞI VE YÜK MÜHENDİSLİĞİ A.Ş.,8acae2c48c3efabf018f632d8d082913
HTTBT,HİTİT BİLGİSAYAR HİZMETLERİ A.Ş.,8acae2c57d3bf002017e016f30e442c6
HUBVC,HUB GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,4028e4a240f2ef4c01413b59d12c0749
HUNER,HUN YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,8acae2c47d3bee4e017e347a3f5a5b1a
HURGZ,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.,4028e4a140ee35c70140ee6408650041
HUZFA,HUZUR FAKTORİNG A.Ş.,4028e4a241558bd9014155ce6dec03e8
HYB,HEDEF YATIRIM BANKASI A.Ş.,8acae2c48c3efabf018d10fc19010119
IAZ,INVEST-AZ YATIRIM MENKUL DEĞERLER A.Ş.,4028e4a14184e9cf0141934f00662c2e
ICB,ICBC TURKEY BANK A.Ş.,4028e4a24158e42401415a700e104f3f
ICBCT,ICBC TURKEY BANK A.Ş.,4028e4a24158e42401415a700e104f3f
ICUGS,ICU GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,4028e4a141e536460141e53ba7790052
IDGYO,İDEALİST GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,4028e4a14184e9c901419d6d716e6b19
IEYHO,IŞIKLAR ENERJİ VE YAPI HOLDİNG A.Ş.,4028e4a140f2ed7201410d315d200314
IHAAS,İHLAS HABER AJANSI A.Ş.,8acae2c57afb2d70017bdf2f5af067ed
IHEVA,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.,4028e4a240ee37a30140ee7a98160079
IHGZT,İHLAS GAZETECİLİK A.Ş.,4028e4a140ee84900140f1f8d5bc003c
IHLAS,İHLAS HOLDİNG A.Ş.,4028e4a140ee84900140f1fbc6b1004f
IHLGM,İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş.,4028e4a141a25dcb0141a2a7a0060471
IHYAY,İHLAS YAYIN HOLDİNG A.Ş.,4028e4a140ee847b0140f205c4270035
IMASM,İMAŞ MAKİNA SANAYİ A.Ş.,8acae2c47f7cb49201802cedfbb46d26
INALR,İNALLAR OTOMOTİV SANAYİ VE TİCARET A.Ş.,8acae2c568af01170169584cb0b8653c
INDES,İNDEKS BİLGİSAYAR SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.,4028e4a2416e697d01416ead8a0615a7
INFO,İNFO YATIRIM MENKUL DEĞERLER A.Ş.,4028e4a2416e696c01416edd30ca3148
INGRM,INGRAM MİCRO BİLİŞİM SİSTEMLERİ A.Ş.,4028e4a241462fd80141556f6a9308a2
INTEK,İNNOSA TEKNOLOJİ A.Ş.,402821824bf524dc014bff15df9f2027
INTEM,İNTEMA İNŞAAT VE TESİSAT MALZEMELERİ YATIRIM VE PAZARLAMA A.Ş.,4028e4a241e538b40141e572868704e7
INVAZ,INVEST-AZ YATIRIM MENKUL DEĞERLER A.Ş.,4028e4a14184e9cf0141934f00662c2e
INVEO,INVEO YATIRIM HOLDİNG A.Ş.,4028e4a140f2ed7201413b67b22f0929
INVES,INVESTCO HOLDİNG A.Ş.,8acae2c47d3bee50017f0bbbbbfa3c0e
ISATR,TÜRKİYE İŞ BANKASI A.Ş.,4028e4a140f2ed7201411682b0cb05c6
ISBIR,İŞBİR HOLDİNG A.Ş.,4028e4a240f2ef4c0141017954a000b4
ISBTR,TÜRKİYE İŞ BANKASI A.Ş.,4028e4a140f2ed7201411682b0cb05c6
ISCTR,TÜRKİYE İŞ BANKASI A.Ş.,4028e4a140f2ed7201411682b0cb05c6
ISDMR,İSKENDERUN DEMİR VE ÇELİK A.Ş.,4028e4a2416e696c01416ee8eb7b3770
ISFAK,İŞ FAKTORİNG A.Ş.,4028e4a2413b80ca01413bb4d2580033
ISFIN,İŞ FİNANSAL KİRALAMA A.Ş.,4028e4a140f2ed7101410d272d690188
ISGSY,İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,4028e4a240ee866c0140f273ea66014d
ISGYO,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,4028e4a140f2ed7201412acbeb8b06f7
ISKPL,IŞIK PLASTİK SANAYİ VE DIŞ TİCARET PAZARLAMA A.Ş.,8acae2c575a1b5b601770603623b7c43
ISKUR,TÜRKİYE İŞ BANKASI A.Ş.,4028e4a140f2ed7201411682b0cb05c6
ISMEN,İŞ YATIRIM MENKUL DEĞERLER A.Ş.,4028e4a140f275530140f277aa100008
ISSEN,İŞBİR SENTETİK DOKUMA SANAYİ A.Ş.,8acae2c452495e0b0152ef57ae190f85
ISTFK,İSTANBUL FAKTORİNG A.Ş.,4028e4a244a081810145d6e6f59b75cf
ISTVY,İSTANBUL VARLIK YÖNETİM A.Ş.,4028e4a142140a8c014222e455c72489
ISYAT,İŞ YATIRIM ORTAKLIĞI A.Ş.,4028e4a240ee866c0140f2710c33013d
IYF,İNFO YATIRIM MENKUL DEĞERLER A.Ş.,4028e4a2416e696c01416edd30ca3148
IYM,İŞ YATIRIM MENKUL DEĞERLER A.Ş.,4028e4a140f275530140f277aa100008
IZENR,İZDEMİR ENERJİ ELEKTRİK ÜRETİM A.Ş.,8acae2c5534651ff0153612ea22a02ec
IZFAS,İZMİR FIRÇA SANAYİ VE TİCARET A.Ş.,4028e4a146b4c41301485f8c72095698
IZINV,İZ YATIRIM HOLDİNG A.Ş.,1DE05DAA82FC073AE0530A4A622A2EBD
IZMDC,İZMİR DEMİR ÇELİK SANAYİ A.Ş.,4028e4a140f275550140f27e319401ca
JANTS,JANTSA JANT SANAYİ VE TİCARET A.Ş.,4028e4a240f2ef4c01413b1b57300719
KAPLM,KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.,4028e4a1416e696501416f314a3960dc
KAREL,KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,4028e4a246b4c5a90147d42c754a6bba
KARSN,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.,4028e4a140f275530140f2e357a501f7
KARTN,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.,4028e4a2416e697d01416e969af50d2e
KATMR,KATMERCİLER ARAÇ ÜSTÜ EKİPMAN SANAYİ VE TİCARET A.Ş.,4028e4a14184e9cf01419c001e945a74
KATVK,KATILIM VARLIK KİRALAMA A.Ş.,8acae2c45835eb6501589126d8f220fc
KAYSE,KAYSERİ ŞEKER FABRİKASI A.Ş.,4028e4a144a0804f0145a837a7ad0a66
KBORU,KUZEY BORU A.Ş.,8acae2c48b2fa259018c33b3ca910ba8
KCAER,KOCAER ÇELİK SANAYİ VE TİCARET A.Ş.,4028e4a2416f888d01416f9ea04a058f
KCHOL,KOÇ HOLDİNG A.Ş.,4028e4a140f2ed710140f2f4d6c70039
KENT,KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.,4028e4a14184e9cf01419c41a8125db1
KERVN,KERVANSARAY YATIRIM HOLDİNG A.Ş.,4028e4a1415f4d9901416004afc13142
KFEIN,KAFEİN YAZILIM HİZMETLERİ TİCARET A.Ş.,8acae2c55835f84c015848477328085a
KFILO,KAYATUR FİLO KİRALAMA A.Ş.,8acae2c4991b8c3201992881244b00c6
KGYO,KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,4028e4a240f2ef4c0141176f57ca04a5
KIMMR,ERSAN ALIŞVERİŞ HİZMETLERİ VE GIDA SANAYİ TİCARET A.Ş.,8acae2c5794d3d6a01795f597b820707
KLGYO,KİLER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,4028e4a2415f4f8101415f7009a809a2
KLKIM,KALEKİM KİMYEVİ MADDELER SANAYİ VE TİCARET A.Ş.,4028e4a144a0804f01452d35e88a3208
KLMSN,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.,4028e4a2416e696c01416f7763e874db
KLN,TÜRKİYE KALKINMA VE YATIRIM BANKASI A.Ş.,4028e4a14158e41e01415b2dc3476cf4
KLNMA,TÜRKİYE KALKINMA VE YATIRIM BANKASI A.Ş.,4028e4a14158e41e01415b2dc3476cf4
KLRHO,KİLER HOLDİNG A.Ş.,4028e4a1415f4d990141600b4b5331e2
KLSER,KALESERAMİK ÇANAKKALE KALEBODUR SERAMİK SANAYİ A.Ş.,4028e4a140f275550140f285f6cf0246
KLSYN,KOLEKSİYON MOBİLYA SANAYİ A.Ş.,402821814da3a99c014f3b4e25ff608e
KLVKS,KALKINMA YATIRIM VARLIK KİRALAMA A.Ş.,8acae2c47afb298b017b638d20d840cd
KLYPV,KALYON GÜNEŞ TEKNOLOJİLERİ ÜRETİM A.Ş.,8acae2c494bafc930194bb236113010e
KMPUR,KİMTEKS POLİÜRETAN SANAYİ VE TİCARET A.Ş.,8acae2c47d3bee4e017da32a238f235f
KNFRT,KONFRUT TARIM A.Ş.,4028e4a140f2ed710140f2fc30bc006e
KNTFA,KENT FİNANS FAKTORİNG A.Ş.,4028e4a14184e9c901419d1119ca6579
KOCFN,KOÇ FİNANSMAN A.Ş.,4028e4a140f2ed710140f2f251eb0026
KOCMT,KOÇ METALURJİ A.Ş.,4028e4a2416e696c01416f734ce273ad
KONKA,KONYA KAĞIT SANAYİ VE TİCARET A.Ş.,4028e4a244a08180014619dea2160482
KONTR,KONTROLMATİK TEKNOLOJİ ENERJİ VE MÜHENDİSLİK A.Ş.,8acae2c5745d76320174c4879b101cb2
KONYA,KONYA ÇİMENTO SANAYİİ A.Ş.,4028e4a140f2ed720140f3014c9400cf
KOPOL,KOZA POLYESTER SANAYİ VE TİCARET A.Ş.,8acae2c486d22a3b01873668ecf84494
KORDS,KORDSA TEKNİK TEKSTİL A.Ş.,4028e4a140f2ed720140f30606a700ec
KORTS,KORTEKS MENSUCAT SANAYİ VE TİCARET A.Ş.,4028e4a140f2ed720140f2f4659e00bc
KOTON,KOTON MAĞAZACILIK TEKSTİL SANAYİ VE TİCARET A.Ş.,4028e4a2422d9a7801429a4cc3d64f41
KRDMA,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,4028e4a140f2ed7201412ace3ada0707
KRDMB,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,4028e4a140f2ed7201412ace3ada0707
KRDMD,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,4028e4a140f2ed7201412ace3ada0707
KRGYO,KÖRFEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,4028e4a244a081810146002d6e0c555f
KRONT,KRON TEKNOLOJİ A.Ş.,4028e4a2415f4f8401415ffc858834e3
KRPLS,KOROPLAST TEMİZLİK AMBALAJ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,8acae2c47f7cb49101803bbfecdb76dd
KRSTL,KRİSTAL KOLA VE MEŞRUBAT SANAYİ TİCARET A.Ş.,4028e4a240f2ef4c0140f3180014001a
KRTEK,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.,4028e4a240f2ef47014106bb724601b1
KRVGD,KERVAN GIDA SANAYİ VE TİCARET A.Ş.,4028e4a246b4c5a90148127e32eb47e9
KSFIN,KOÇ STELLANTİS FİNANSMAN A.Ş.,4028e4a140f2ed710140f2f01f960011
KSTUR,KUŞTUR KUŞADASI TURİZM ENDÜSTRİSİ A.Ş.,4028e4a141462df201414f97fa07221a
KTKVK,KT KİRA SERTİFİKALARI VARLIK KİRALAMA A.Ş.,1DE05DAA8332073AE0530A4A622A2EBD
KTLEV,KATILIMEVİM TASARRUF FİNANSMAN A.Ş.,8acae2c5830502c20185a9e2e5ac488b
KTSKR,KÜTAHYA ŞEKER FABRİKASI A.Ş.,8acae2c5794d3d66017a1e5a8bfb4e07
KTSVK,KT SUKUK VARLIK KİRALAMA A.Ş.,8acae2c45a97ffbc015b1e02e5033b72
KUTPO,KÜTAHYA PORSELEN SANAYİ A.Ş.,4028e4a240f2ef4c014111cff01d0420
KUVVA,KUVVA GIDA TİCARET VE SANAYİ YATIRIMLARI A.Ş.,4028e4a2422d9a6e01424699b9d061ec
KUYAS,KUYAŞ YATIRIM A.Ş.,4028e4a241a25fd60141a2bf974c04e8
KZBGY,KIZILBÜK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,8acae2c5794d3d66017aadf2b6b719cb
KZGYO,KUZUGRUP GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,8acae2c586d22c53018a02754e924a33
LIDER,LDR TURİZM A.Ş.,8acae2c5570aaa2b0157be3a3ef749af
LIDFA,LİDER FAKTORİNG A.Ş.,4028e4a141da49ea0141dfe0d2732d48
LILAK,LİLA KAĞIT SANAYİ VE TİCARET A.Ş.,8acae2c48c3efac0018f193ab573372b
LINK,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.,4028e4a2422d9a6e01428f2d3d020b61
LKMNH,LOKMAN HEKİM ENGÜRÜSAĞ SAĞLIK TURİZM EĞİTİM HİZMETLERİ VE İNŞAAT TAAHHÜT A.Ş.,4028e4a24158e42401415f1d4417412e
LMKDC,LİMAK DOĞU ANADOLU ÇİMENTO SANAYİ VE TİCARET A.Ş.,8acae2c58b2fa64e018d8cfe461558d3
LOGO,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.,4028e4a14158e41e01415b41210a6e8c
LRSHO,LORAS HOLDİNG A.Ş.,4028e4a140f2ed7101411799cb9b02fc
LUKSK,LÜKS KADİFE TİCARET VE SANAYİİ A.Ş.,4028e4a140f2ed720140f31ed775014f
LYDHO,LYDİA HOLDİNG A.Ş.,4028e4a240f2ef4701411763ed38047c
LYDYE,LYDİA YEŞİL ENERJİ KAYNAKLARI A.Ş.,4028e4a241a25fcb0141a7c3f3302405
MAALT,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.,4028e4a140f2ed710141179bf0630308
MACKO,MACKOLİK İNTERNET HİZMETLERİ TİCARET A.Ş.,8acae2c48304fe9e0183694124c82d0a
MAGEN,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş.,8acae2c47afb298a017bf270b76b78f1
MAKIM,MAKİM MAKİNA TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.,8acae2c57f7cbb49017f977f7f190949
MAKTK,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.,4028e4a24158e42201415ad40fca5dd0
MANAS,MANAS ENERJİ YÖNETİMİ SANAYİ VE TİCARET A.Ş.,8acae2c5794d3d660179f09f7061388a
MARBL,TUREKS TURUNÇ MADENCİLİK İÇ VE DIŞ TİCARET A.Ş.,8acae2c45835eb6501593a986e7e57f7
MARMR,MARMARA HOLDİNG A.Ş.,8acae2c5991b90b001993ca6c1951026
MARTI,MARTI OTEL İŞLETMELERİ A.Ş.,4028e4a1415f4d9b0141603d6cec410f
MAVI,MAVİ GİYİM SANAYİ VE TİCARET A.Ş.,4028e4a141733b5101417ea9aae11fec
MBFTR,MERCEDES-BENZ FİNANSMAN TÜRK A.Ş.,4028e4a241733d420141744bc087317b
MCARD,METROPAL KURUMSAL HİZMETLER A.Ş.,8acae2c59c81f7f7019c98b19b8c0af5
MEDTR,MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.,8acae2c5794d3d6a017a1de13bf04ff2
MEGAP,MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.,4028e4a141e536460141ee602f162cdb
